OG	Kingdom	Description	0505-0101	R1W5
COG5276	Bacteria	LVIVD repeat	23.445801660147378	10.138814457900386
2ZKMZ	Bacteria	-	25.977292369742173	4.546817679831157
334Q5	Bacteria	Domain of unknown function (DUF4249)	21.687295903803417	0
34A44	Bacteria	Outer membrane protein beta-barrel domain	21.687295903803417	10.34263809914512
COG4104	Bacteria	PAAR motif	21.687295903803417	2.1454683517998703
2ZVFY	Bacteria	-	23.97226771588388	2.5947807582027638
COG3710	Bacteria	Transcriptional regulator	27.831226452172174	8.10510161184093
30Y3J	Bacteria	NVEALA protein	26.113788363832807	0
2ZU7U	Bacteria	NVEALA protein	24.41310925802731	0
COG1649	Bacteria	PFAM Uncharacterised BCR, COG1649	226.8505329242914	469.74802095751875
33YUD	Bacteria	Psort location Cytoplasmic, score 8.96	21.687295903803417	16.219407460846377
33K6W	Bacteria	-	21.687295903803417	0
COG0614	Bacteria	COG0614 ABC-type Fe3 -hydroxamate transport system, periplasmic component	490.78877727605527	1060.7104524523745
2ZITQ	Bacteria	-	21.687295903803417	0
COG1878	Bacteria	arylformamidase activity	214.86596907665637	278.2916345187305
COG1076	Bacteria	Tellurite resistance protein TerB	43.080749490040695	22.641978505714626
COG4822	Bacteria	Cobalt chelatase (CbiK)	186.89354391382824	332.08332379929334
COG1327	Bacteria	Ribonucleoside-triphosphate reductase	317.7799619752339	551.8208621419213
COG1474	Bacteria	Psort location Cytoplasmic, score 8.87	245.10700728848286	210.37395029111715
COG1201	Bacteria	COG1205 Distinct helicase family with a unique C-terminal domain including a metal-binding cysteine	292.97565918009644	60.480733556889795
COG4412	Bacteria	M6 family metalloprotease domain protein	351.66161013898136	12.06215280410034
COG4608	Bacteria	Oligopeptide/dipeptide transporter, C-terminal region	1024.3983881895076	1008.4217576954322
COG2730	Bacteria	Cellulase (glycosyl hydrolase family 5)	376.9038089531016	197.32439813688336
33MA0	Bacteria	-	180.95655147923603	0
COG1585	Bacteria	Psort location CytoplasmicMembrane, score	298.3057356528596	217.0702331088234
31UIW	Bacteria	-	168.4533609088782	0
33DSH	Bacteria	-	168.4533609088782	0
COG4095	Bacteria	PQ loop repeat	168.4533609088782	0
COG3677	Bacteria	Transposase	780.1336468775287	77.75083492123639
COG5184	Bacteria	guanyl-nucleotide exchange factor activity	201.0626214549956	68.96450401882637
32S3J	Bacteria	-	342.3119937292302	0
333VI	Bacteria	-	342.3119937292302	0
2Z8IH	Bacteria	Psort location Cytoplasmic, score	168.4533609088782	3.910083992196059
33QKU	Bacteria	-	175.37234062282437	0
COG1715	Bacteria	Restriction endonuclease	179.64088035790542	47.43487233154102
COG2265	Bacteria	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family	612.738104989641	633.112787913166
COG2081	Bacteria	Flavoprotein family	494.25199138203766	614.479621610923
COG0778	Bacteria	Nitroreductase family	1237.5204403828802	925.1720278375398
COG1061	Bacteria	helicase	2295.573908272268	748.9818553264531
COG1285	Bacteria	MgtC family	326.9460733501224	116.6007625887178
COG1074	Bacteria	ATP-dependent helicase nuclease subunit A	462.85594862973005	579.7219931051864
COG0732	Bacteria	Type I restriction modification DNA specificity domain	924.3179834193118	783.9490621898624
COG4096	Bacteria	Type I restriction-modification system R subunit	282.36649906896565	148.9935310334602
2ZCJJ	Bacteria	Domain of unknown function (DUF4357)	168.4533609088782	0
COG1610	Bacteria	Yqey-like protein	278.7526479736007	97.0960247863861
COG1077	Bacteria	Ethanolamine utilisation protein EutA	450.2791892597207	600.2923847100728
COG1109	Bacteria	Phosphoglucomutase phosphomannomutase, alpha beta alpha domain	841.5287339080745	824.0763845271789
COG2315	Bacteria	YjbR	302.8549288644919	86.24591729310792
33GUV	Bacteria	-	168.4533609088782	0
336U8	Bacteria	-	168.4533609088782	0
COG2826	Bacteria	Integrase core domain	243.43111593543216	261.43801208293735
33XZ0	Bacteria	-	33.27551672404842	0
33T2B	Bacteria	Psort location Cytoplasmic, score 8.96	33.27551672404842	9.341211076199611
339EX	Bacteria	DNA binding domain, excisionase family	88.37574907088654	37.9826553439615
COG0789	Bacteria	bacterial-type RNA polymerase transcription factor activity, metal ion regulated sequence-specific DNA binding	1158.5891992017391	1230.636162388782
33PJS	Bacteria	Domain of unknown function (DUF1896)	33.27551672404842	0
2Z84G	Bacteria	COG NOG19108 non supervised orthologous group	37.35822389514229	74.15395657065334
2ZBPH	Bacteria	the current gene model (or a revised gene model) may contain a frame shift	33.27551672404842	76.80534880019196
2ZFT4	Bacteria	DNA binding domain, excisionase family	33.27551672404842	96.47136741529579
32IVM	Bacteria	Helix-turn-helix domain	33.27551672404842	80.05648309446993
COG3943	Bacteria	COG3943, virulence protein	462.7401014752311	488.7849128416736
COG1164	Bacteria	Oligoendopeptidase f	244.67735293806848	332.38416334003784
COG0191	Bacteria	Catalyzes the formation of glycerone phosphate and glyceraldehyde 3-phosphate from fructose 1,6, bisphosphate	430.3393398067477	558.9475901847046
COG0254	Bacteria	50S ribosomal protein L31 type B	152.03833920848456	252.77725761789813
COG2334	Bacteria	Phosphotransferase enzyme family	271.59445332113324	430.7589597051352
COG0818	Bacteria	Prokaryotic diacylglycerol kinase	47.710423613272496	55.268810586519386
334IS	Bacteria	Domain of unknown function (DUF4469) with IG-like fold	47.24354784179202	0
332S8	Bacteria	-	33.27551672404842	0
32UPY	Bacteria	-	33.27551672404842	0
2ZTA0	Bacteria	COG NOG14441 non supervised orthologous group	108.86453464770472	35.021316482808594
COG2704	Bacteria	Anaerobic c4-dicarboxylate membrane transporter	96.40140015618542	45.97746266269707
COG1171	Bacteria	Pyridoxal-phosphate dependent enzyme	377.40621123927104	393.1795088355492
COG1846	Bacteria	Winged helix DNA-binding domain	1944.348521970997	1664.7198356850402
2ZSWC	Bacteria	Psort location CytoplasmicMembrane, score	33.27551672404842	27.16014015593978
COG2110	Bacteria	Appr-1'-p processing enzyme	441.41084621721376	167.4913797959195
2ZX6Q	Bacteria	-	41.1346551723631	32.594643881262265
COG1702	Bacteria	Phosphate starvation protein PhoH	257.0204498394221	274.91117187585127
COG0152	Bacteria	Catalyzes the formation of (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4- carboxamido)succinate from 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate and L-aspartate in purine biosynthesis	210.32827734402838	321.3652979208483
COG0169	Bacteria	Shikimate	309.7367267192946	699.1460551068885
COG2091	Bacteria	Belongs to the P-Pant transferase superfamily	124.76978027154199	86.7490232192072
2ZRB2	Bacteria	Gliding motility-associated lipoprotein GldD	37.87125012166515	0
COG0629	Bacteria	Single-stranded DNA-binding protein	690.7965993888251	452.71419860596626
COG1194	Bacteria	A G-specific adenine glycosylase	254.9597465634255	343.4102349185084
COG1530	Bacteria	ribonuclease G	146.03260710495033	121.3694984117109
33FB6	Bacteria	COG NOG23371 non supervised orthologous group	39.95832261528007	12.334129652845613
COG0058	Bacteria	alpha-glucan phosphorylase	688.2606847362146	699.0884955728093
COG2382	Bacteria	Putative esterase	240.76132870423595	177.38058918034088
COG4319	Bacteria	Calcium/calmodulin dependent protein kinase II association domain	33.27551672404842	3.7404010098009337
33S4D	Bacteria	Fimbrillin-like	33.27551672404842	16.877239385462744
COG0266	Bacteria	Formamidopyrimidine-DNA glycosylase H2TH domain	50.84347038018985	17.25600624852713
COG0118	Bacteria	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR	147.86588103123842	338.12868184907893
COG0106	Bacteria	Histidine biosynthesis protein	147.61339325161953	337.95233075447936
COG0107	Bacteria	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit	142.06599062419173	364.22965785857957
COG0139	Bacteria	Histidine biosynthesis bifunctional protein hisIE	205.94036530311632	318.1788049127941
COG2884	Bacteria	ABC transporter, ATP-binding protein	234.76225156015164	341.2074455256007
COG3727	Bacteria	May nick specific sequences that contain T G mispairs resulting from m5C-deamination	274.07240442055183	92.16078533576244
COG4591	Bacteria	ABC transporter permease	167.5625490489071	117.953523243574
332G1	Bacteria	COG NOG30654 non supervised orthologous group	121.8247310258349	26.760303892507114
COG1442	Bacteria	Glycosyl transferase family 8	812.8341406218369	143.5294737980439
COG0465	Bacteria	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	877.535095342885	862.247101467
COG0563	Bacteria	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism	456.97908608562	591.6327384061312
COG1192	Bacteria	Sporulation initiation inhibitor protein Soj	1415.997852064923	1947.2780903152866
COG0035	Bacteria	Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate	395.7990909731484	319.93984276467756
2Z8CZ	Bacteria	-	176.0111786401554	0
2Z7YA	Bacteria	Psort location Cytoplasmic, score 8.87	176.0111786401554	4.326694103701987
COG1196	Bacteria	nuclear chromosome segregation	2635.6313951701013	3320.5594683105005
COG3587	Bacteria	Type III restriction	183.3586990823907	55.98537528566296
COG3077	Bacteria	RelB antitoxin	792.8719550592664	692.9846887024671
COG1206	Bacteria	Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs	255.51416550975156	197.86168049183846
COG0758	Bacteria	DNA recombination-mediator protein A	361.7453302282437	282.28073807905497
COG0164	Bacteria	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	367.14041384053746	298.12148212621645
COG3590	Bacteria	Peptidase family M13	284.10952608499906	63.39202300950941
COG5617	Bacteria	Psort location CytoplasmicMembrane, score	193.19088041815954	10.287459397774136
COG0037	Bacteria	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	683.1973812093701	990.7965819759205
COG1188	Bacteria	S4 domain protein	329.1395481871915	235.89253796775387
COG0738	Bacteria	Major facilitator superfamily	644.0096510630588	661.7887414914501
COG2509	Bacteria	FAD-dependent	599.9077193766806	613.3113505149794
33T5S	Bacteria	-	254.60858472396893	13.442699032550863
3092W	Bacteria	-	176.0111786401554	0
30465	Bacteria	Psort location Cytoplasmic, score 8.87	191.27843977214536	3.0975196084006806
COG0557	Bacteria	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs	605.743439821168	368.24294438558906
arCOG01715	Archaea	Uncharacterized protein family (UPF0051)	358.3119438799749	0
COG0822	Bacteria	SUF system FeS assembly protein, NifU family	496.61042913277	550.4892570033294
COG0520	Bacteria	Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine	459.48740997724195	534.6133502521172
arCOG04236	Archaea	ABC transporter	177.37458729366483	0
COG1879	Bacteria	Periplasmic binding protein domain	1027.4007934828808	707.69656081861
COG2274	Bacteria	hmm pf03412	301.29292386663957	299.28137689518513
COG1508	Bacteria	RNA polymerase sigma54 factor	104.57043459832025	281.55521819338526
COG0509	Bacteria	The glycine cleavage system catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein	95.06127608637252	39.95367030241968
COG0041	Bacteria	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)	180.46664257228008	257.10799467777167
COG0756	Bacteria	This enzyme is involved in nucleotide metabolism it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA	230.81912032484226	320.85589820699334
32R9M	Bacteria	Domain of unknown function (DUF4292)	38.17603664715069	33.357433119501955
COG4942	Bacteria	peptidase	337.13385353299896	381.9670070571435
COG0613	Bacteria	PHP domain protein	371.34260105469866	378.1322210554408
COG1904	Bacteria	Glucuronate isomerase	215.28174271242878	278.0287583001934
COG0800	Bacteria	KDPG and KHG aldolase	193.0405521037791	313.38702847844837
COG0524	Bacteria	pfkB family carbohydrate kinase	1438.6750528768998	1510.624405571976
COG0042	Bacteria	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	574.2458240401246	651.2649452500783
COG0826	Bacteria	collagenase	600.8972804641428	837.9225009207955
COG0824	Bacteria	acyl-CoA thioester hydrolase, YbgC YbaW family	71.76970317817786	110.24078566691725
30FNJ	Bacteria	Protein of unknown function (DUF3316)	35.22341212126357	18.510404271026424
COG4758	Bacteria	Cell wall-active antibiotics response 4TMS YvqF	34.772610451029806	2.164205847155758
COG1819	Bacteria	glycosyl	31.16124016423909	20.008252877423416
COG0535	Bacteria	Radical SAM superfamily	299.32410518049346	522.548415581538
COG0479	Bacteria	succinate dehydrogenase	169.76607040626553	233.23898228314428
COG1053	Bacteria	SdhA B are the catalytic subcomplex and can exhibit succinate dehydrogenase activity in the absence of SdhC D which are the membrane components and form cytochrome b556	888.2239340866222	859.1470288728877
2Z7RU	Bacteria	fumarate reductase	40.5013541681465	39.46531635236512
COG5587	Bacteria	Conserved hypothetical protein (DUF2461)	47.171712038369186	34.79734243096023
COG4285	Bacteria	Biotin-protein ligase, N terminal	31.16124016423909	3.1235493001453034
33BRV	Bacteria	Domain of unknown function (DUF4842)	31.16124016423909	24.386341704321897
33QA9	Bacteria	Family of unknown function (DUF3836)	33.39115245227126	4.906961763683113
COG1350	Bacteria	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine	71.77379682514066	130.3902084195777
2ZQC9	Bacteria	-	65.0145927207402	17.261445574348695
COG0136	Bacteria	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate	222.03732846496717	251.07586168173668
COG4288	Bacteria	Lamin Tail Domain	44.08058885705644	5.9698323603535846
COG2931	Bacteria	Clostripain family	119.89712169457978	177.49999450374418
342F4	Bacteria	COG NOG31846 non supervised orthologous group	31.16124016423909	7.344075582787053
34AS1	Bacteria	Domain of unknown function (DUF5119)	31.16124016423909	14.490082871065383
33TA6	Bacteria	COG NOG26135 non supervised orthologous group	43.33542090379033	48.50935848925695
33DFM	Bacteria	-	31.16124016423909	0
COG5337	Bacteria	sodium ion export across plasma membrane	59.13036650673522	20.360835938319678
COG2262	Bacteria	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis	248.68836792471987	392.794871988394
